year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,26,1153,1200,-7,1459,1510,-11,AA,3,N336AA,JFK,LAX,344,2475,12,0,2013-01-26T17:00:00Z
2013,6,28,1932,1659,153,2139,1905,154,9E,3932,N8515F,EWR,CVG,92,569,16,59,2013-06-28T20:00:00Z
2013,9,22,1139,1145,-6,1439,1450,-11,AA,1623,N3EYAA,EWR,MIA,148,1085,11,45,2013-09-22T15:00:00Z
2013,12,14,955,955,0,1139,1125,14,MQ,3675,N0EGMQ,LGA,BNA,123,764,9,55,2013-12-14T14:00:00Z
2013,11,25,1847,1849,-2,2210,2209,1,B6,263,N613JB,JFK,SEA,355,2422,18,49,2013-11-25T23:00:00Z
2013,2,4,858,900,-2,1251,1220,31,AA,1,N324AA,JFK,LAX,360,2475,9,0,2013-02-04T14:00:00Z
2013,8,21,1057,1000,57,1157,1135,22,UA,1090,N39728,LGA,ORD,101,733,10,0,2013-08-21T14:00:00Z
2013,4,9,1234,1236,-2,1350,1354,-4,EV,4109,N14543,EWR,BNA,110,748,12,36,2013-04-09T16:00:00Z
2013,11,28,514,515,-1,753,808,-15,UA,1032,N69804,EWR,IAH,197,1400,5,15,2013-11-28T10:00:00Z
2013,11,27,1514,1520,-6,1854,1839,15,DL,1982,N353NB,LGA,MIA,175,1096,15,20,2013-11-27T20:00:00Z
2013,11,7,1727,1729,-2,2008,1951,17,F9,837,N202FR,LGA,DEN,236,1620,17,29,2013-11-07T22:00:00Z
2013,8,14,2049,2030,19,2209,2155,14,WN,1707,N276WN,LGA,MDW,108,725,20,30,2013-08-15T00:00:00Z
2013,9,19,608,615,-7,719,742,-23,EV,4422,N14143,EWR,PIT,49,319,6,15,2013-09-19T10:00:00Z
2013,6,6,833,830,3,1012,1015,-3,9E,3521,N907XJ,JFK,ORD,126,740,8,30,2013-06-06T12:00:00Z
2013,12,12,1947,1951,-4,2124,2059,25,EV,4312,N16911,EWR,DCA,43,199,19,51,2013-12-13T00:00:00Z
2013,9,6,1341,1347,-6,1601,1631,-30,UA,431,N826UA,EWR,DFW,174,1372,13,47,2013-09-06T17:00:00Z
2013,12,5,1239,1205,34,1405,1330,35,WN,483,N251WN,EWR,MDW,119,711,12,5,2013-12-05T17:00:00Z
2013,4,1,1742,1400,222,1911,1518,233,EV,5712,N832AS,JFK,IAD,51,228,14,0,2013-04-01T18:00:00Z
2013,12,26,1608,1550,18,1941,1915,26,AA,1410,N3DXAA,LGA,MIA,165,1096,15,50,2013-12-26T20:00:00Z
2013,8,12,1430,1429,1,1817,1830,-13,B6,703,N635JB,JFK,SJU,198,1598,14,29,2013-08-12T18:00:00Z
2013,10,21,1852,1855,-3,2118,2130,-12,DL,87,N186DN,JFK,ATL,119,760,18,55,2013-10-21T22:00:00Z
2013,5,14,900,834,26,1117,1018,59,EV,4529,N11547,EWR,MEM,134,946,8,34,2013-05-14T12:00:00Z
2013,1,22,1440,1430,10,1830,1815,15,DL,2126,N723TW,JFK,SFO,365,2586,14,30,2013-01-22T19:00:00Z
2013,1,13,2021,2022,-1,2355,2328,27,UA,299,N429UA,EWR,DFW,233,1372,20,22,2013-01-14T01:00:00Z
2013,7,15,957,1000,-3,1255,1319,-24,DL,1765,N713TW,JFK,SFO,314,2586,10,0,2013-07-15T14:00:00Z
2013,12,5,1430,1040,230,1712,1355,197,AA,1599,N3GSAA,LGA,MIA,142,1096,10,40,2013-12-05T15:00:00Z
2013,11,26,1003,945,18,1238,1231,7,UA,1110,N39418,EWR,LAS,315,2227,9,45,2013-11-26T14:00:00Z
2013,11,21,1434,1315,79,1559,1450,69,AA,331,N4WJAA,LGA,ORD,117,733,13,15,2013-11-21T18:00:00Z
2013,3,19,843,811,32,1058,1008,50,EV,4691,N26545,EWR,DAY,94,533,8,11,2013-03-19T12:00:00Z
2013,11,13,818,830,-12,1003,1024,-21,9E,2932,N602LR,JFK,RDU,72,427,8,30,2013-11-13T13:00:00Z
2013,7,2,640,645,-5,808,835,-27,MQ,3599,N521MQ,LGA,MSP,133,1020,6,45,2013-07-02T10:00:00Z
2013,8,26,1533,1533,0,1807,1845,-38,UA,1556,N37427,EWR,SFO,310,2565,15,33,2013-08-26T19:00:00Z
2013,11,22,1325,1329,-4,1556,1549,7,EV,4395,N17984,EWR,IND,129,645,13,29,2013-11-22T18:00:00Z
2013,4,13,2115,2115,0,2345,2353,-8,B6,97,N510JB,JFK,DEN,238,1626,21,15,2013-04-14T01:00:00Z
2013,1,24,1802,1800,2,2044,2043,1,DL,1047,N676DL,LGA,ATL,107,762,18,0,2013-01-24T23:00:00Z
2013,6,26,849,856,-7,1145,1153,-8,UA,260,N806UA,EWR,SAN,302,2425,8,56,2013-06-26T12:00:00Z
2013,4,23,1918,1740,98,2124,1943,101,YV,2705,N939LR,LGA,CLT,76,544,17,40,2013-04-23T21:00:00Z
2013,12,22,1059,1100,-1,1212,1214,-2,US,2177,N951UW,LGA,DCA,49,214,11,0,2013-12-22T16:00:00Z
2013,7,11,1623,1540,43,1740,1710,30,MQ,3622,N518MQ,LGA,BNA,109,764,15,40,2013-07-11T19:00:00Z
2013,8,4,742,743,-1,858,913,-15,EV,5826,N16987,EWR,PIT,54,319,7,43,2013-08-04T11:00:00Z
2013,2,24,556,605,-9,841,905,-24,UA,1144,N38417,EWR,MCO,142,937,6,5,2013-02-24T11:00:00Z
2013,8,13,818,825,-7,1149,1116,33,UA,1400,N78501,EWR,MCO,132,937,8,25,2013-08-13T12:00:00Z
2013,8,12,1554,1535,19,1817,1750,27,WN,1873,N556WN,EWR,DEN,242,1605,15,35,2013-08-12T19:00:00Z
2013,11,19,657,655,2,930,920,10,AA,1263,N5CEAA,JFK,LAS,295,2248,6,55,2013-11-19T11:00:00Z
2013,4,16,1957,2000,-3,2139,2144,-5,B6,130,N348JB,JFK,BUF,60,301,20,0,2013-04-17T00:00:00Z
2013,7,22,852,900,-8,1010,1016,-6,US,2120,N945UW,LGA,BOS,37,184,9,0,2013-07-22T13:00:00Z
2013,8,20,650,647,3,808,809,-1,B6,905,N827JB,JFK,ORD,113,740,6,47,2013-08-20T10:00:00Z
2013,4,20,1603,1605,-2,1830,1820,10,MQ,3985,N902MQ,JFK,CVG,105,589,16,5,2013-04-20T20:00:00Z
2013,9,22,1822,1818,4,2058,2132,-34,UA,1416,N38458,EWR,LAX,311,2454,18,18,2013-09-22T22:00:00Z
2013,8,28,859,901,-2,1157,1204,-7,B6,63,N652JB,JFK,SEA,324,2422,9,1,2013-08-28T13:00:00Z
2013,7,29,606,600,6,833,840,-7,WN,488,N550WN,EWR,HOU,188,1411,6,0,2013-07-29T10:00:00Z
2013,4,24,1452,1455,-3,1652,1640,12,MQ,4172,N694MQ,JFK,CLE,78,425,14,55,2013-04-24T18:00:00Z
2013,6,10,1511,1355,76,1815,1643,92,B6,1783,N621JB,JFK,MCO,136,944,13,55,2013-06-10T17:00:00Z
2013,6,17,735,735,0,1010,1020,-10,WN,163,N7704B,LGA,HOU,191,1428,7,35,2013-06-17T11:00:00Z
2013,6,1,822,830,-8,919,942,-23,EV,4411,N13132,EWR,BWI,35,169,8,30,2013-06-01T12:00:00Z
2013,2,9,NA,1000,NA,NA,1239,NA,DL,1847,N690DL,LGA,ATL,NA,762,10,0,2013-02-09T15:00:00Z
2013,9,9,555,600,-5,843,905,-22,AA,1175,N3GRAA,LGA,MIA,141,1096,6,0,2013-09-09T10:00:00Z
2013,2,6,831,834,-3,1105,1137,-32,UA,1117,N37422,EWR,MCO,130,937,8,34,2013-02-06T13:00:00Z
2013,10,13,723,730,-7,823,833,-10,US,1736,N949UW,LGA,PHL,42,96,7,30,2013-10-13T11:00:00Z
2013,10,29,1653,1559,54,1932,1856,36,UA,1593,N73860,EWR,MCO,127,937,15,59,2013-10-29T19:00:00Z
2013,12,21,849,810,39,1024,953,31,EV,5463,N710EV,LGA,BNA,123,764,8,10,2013-12-21T13:00:00Z
2013,3,27,2249,2251,-2,2347,2357,-10,B6,22,N629JB,JFK,SYR,41,209,22,51,2013-03-28T02:00:00Z
2013,10,9,1636,1615,21,1853,1915,-22,AA,65,N3DXAA,JFK,DFW,178,1391,16,15,2013-10-09T20:00:00Z
2013,12,14,1543,1455,48,1926,1820,66,AA,2297,N3DSAA,LGA,MIA,167,1096,14,55,2013-12-14T19:00:00Z
2013,8,8,1452,1405,47,1600,1516,44,B6,2480,N354JB,EWR,BOS,47,200,14,5,2013-08-08T18:00:00Z
2013,3,14,1031,1030,1,1338,1410,-32,VX,23,N837VA,JFK,SFO,348,2586,10,30,2013-03-14T14:00:00Z
2013,4,26,1625,1610,15,1806,1755,11,EV,5486,N709EV,LGA,PIT,54,335,16,10,2013-04-26T20:00:00Z
2013,10,14,2001,2000,1,2053,2120,-27,US,2195,N752US,LGA,DCA,41,214,20,0,2013-10-15T00:00:00Z
2013,3,3,1237,1245,-8,1349,1350,-1,AA,1850,N3BBAA,JFK,BOS,38,187,12,45,2013-03-03T17:00:00Z
2013,5,18,601,600,1,721,720,1,MQ,3768,N523MQ,EWR,ORD,109,719,6,0,2013-05-18T10:00:00Z
2013,9,11,1611,1615,-4,1841,1845,-4,MQ,3357,N0EGMQ,LGA,ATL,118,762,16,15,2013-09-11T20:00:00Z
2013,7,6,1455,1500,-5,1733,1750,-17,AA,883,N4XRAA,EWR,DFW,179,1372,15,0,2013-07-06T19:00:00Z
2013,9,2,651,655,-4,1040,1101,-21,DL,315,N6702,JFK,SJU,206,1598,6,55,2013-09-02T10:00:00Z
2013,1,28,1937,1940,-3,2215,2240,-25,AA,1787,N3GCAA,JFK,TPA,140,1005,19,40,2013-01-29T00:00:00Z
2013,11,22,952,950,2,1316,1310,6,UA,1735,N23708,EWR,LAX,364,2454,9,50,2013-11-22T14:00:00Z
2013,8,5,1653,1655,-2,1951,2005,-14,VX,413,N634VA,JFK,LAX,328,2475,16,55,2013-08-05T20:00:00Z
2013,10,27,2049,2100,-11,2322,2345,-23,B6,499,N648JB,LGA,MCO,133,950,21,0,2013-10-28T01:00:00Z
2013,3,26,805,810,-5,1143,1124,19,DL,2070,N347NB,LGA,RSW,173,1080,8,10,2013-03-26T12:00:00Z
2013,7,8,1056,1000,56,1348,1307,41,UA,642,N518UA,JFK,SFO,327,2586,10,0,2013-07-08T14:00:00Z
2013,8,25,1927,1930,-3,2150,2224,-34,DL,1485,N3741S,LGA,MCO,117,950,19,30,2013-08-25T23:00:00Z
2013,3,12,1634,1620,14,1937,1903,34,US,35,N534UW,JFK,PHX,293,2153,16,20,2013-03-12T20:00:00Z
2013,4,7,2241,2255,-14,2347,11,-24,B6,30,N249JB,JFK,ROC,50,264,22,55,2013-04-08T02:00:00Z
2013,5,29,1029,1029,0,1231,1239,-8,US,196,N535UW,JFK,PHX,279,2153,10,29,2013-05-29T14:00:00Z
2013,5,19,930,930,0,1049,1044,5,B6,56,N238JB,JFK,BTV,52,266,9,30,2013-05-19T13:00:00Z
2013,12,26,2054,2100,-6,2307,2330,-23,DL,1247,N958DL,LGA,ATL,116,762,21,0,2013-12-27T02:00:00Z
2013,2,26,1508,1500,8,1852,1825,27,AA,1925,N3CYAA,LGA,MIA,182,1096,15,0,2013-02-26T20:00:00Z
2013,8,14,1329,1100,149,1513,1253,140,EV,5545,N195PQ,EWR,DTW,79,488,11,0,2013-08-14T15:00:00Z
2013,11,18,950,950,0,1106,1115,-9,WN,218,N794SW,LGA,MKE,113,738,9,50,2013-11-18T14:00:00Z
2013,9,24,2057,2005,52,2154,2130,24,MQ,3604,N1EAMQ,EWR,ORD,101,719,20,5,2013-09-25T00:00:00Z
2013,10,11,1248,1115,93,1439,1255,104,MQ,3466,N6EAMQ,LGA,RDU,67,431,11,15,2013-10-11T15:00:00Z
2013,9,13,1824,1830,-6,2040,2105,-25,WN,200,N785SW,EWR,MSY,159,1167,18,30,2013-09-13T22:00:00Z
2013,4,19,701,705,-4,1012,1009,3,DL,1879,N366NW,LGA,FLL,148,1076,7,5,2013-04-19T11:00:00Z
2013,1,31,556,600,-4,913,906,7,B6,125,N709JB,JFK,FLL,167,1069,6,0,2013-01-31T11:00:00Z
2013,10,22,756,800,-4,1027,1013,14,9E,3538,N933XJ,JFK,MSP,153,1029,8,0,2013-10-22T12:00:00Z
2013,5,26,1335,1345,-10,1459,1520,-21,MQ,4605,N504MQ,LGA,RDU,63,431,13,45,2013-05-26T17:00:00Z
2013,10,21,2125,2127,-2,2240,2237,3,EV,4372,N13989,EWR,DCA,41,199,21,27,2013-10-22T01:00:00Z
2013,6,12,1402,1359,3,1535,1544,-9,AA,337,N4WPAA,LGA,ORD,128,733,13,59,2013-06-12T17:00:00Z
2013,2,15,1339,1329,10,1628,1631,-3,UA,1641,N75426,EWR,MCO,150,937,13,29,2013-02-15T18:00:00Z
2013,1,19,843,830,13,1123,1111,12,UA,441,N850UA,EWR,HDN,260,1728,8,30,2013-01-19T13:00:00Z
2013,11,30,1443,1445,-2,1727,1737,-10,B6,1883,N517JB,JFK,MCO,136,944,14,45,2013-11-30T19:00:00Z
2013,3,7,1007,1015,-8,1159,1216,-17,US,1427,N770UW,JFK,CLT,79,541,10,15,2013-03-07T15:00:00Z
2013,11,14,1141,1145,-4,1440,1450,-10,AA,1623,N3CUAA,EWR,MIA,149,1085,11,45,2013-11-14T16:00:00Z
2013,8,25,1637,1640,-3,1740,1815,-35,MQ,2949,N643MQ,JFK,BNA,97,765,16,40,2013-08-25T20:00:00Z
2013,3,1,726,730,-4,1007,1040,-33,AA,2083,N4YNAA,EWR,DFW,187,1372,7,30,2013-03-01T12:00:00Z
2013,4,9,918,840,38,1039,1010,29,EV,4409,N16963,EWR,RIC,53,277,8,40,2013-04-09T12:00:00Z
2013,1,4,1739,1745,-6,2031,2055,-24,AA,785,N3JTAA,LGA,DFW,202,1389,17,45,2013-01-04T22:00:00Z
2013,10,7,707,710,-3,958,1025,-27,AA,1345,N5FDAA,JFK,MIA,146,1089,7,10,2013-10-07T11:00:00Z
2013,4,22,1503,1455,8,1917,1820,57,AA,1769,N365AA,JFK,MIA,193,1089,14,55,2013-04-22T18:00:00Z
2013,5,19,1557,1553,4,1849,1900,-11,UA,1200,N17229,EWR,SAN,332,2425,15,53,2013-05-19T19:00:00Z
2013,9,13,1240,1240,0,1511,1525,-14,WN,4720,N370SW,EWR,HOU,195,1411,12,40,2013-09-13T16:00:00Z
2013,7,26,1021,1025,-4,1202,1205,-3,AA,325,N4YBAA,LGA,ORD,111,733,10,25,2013-07-26T14:00:00Z
2013,4,11,1118,1115,3,1338,1337,1,UA,1604,N14230,LGA,DEN,225,1620,11,15,2013-04-11T15:00:00Z
2013,12,19,1453,1413,40,1822,1733,49,UA,1493,N14250,EWR,LAX,352,2454,14,13,2013-12-19T19:00:00Z
2013,5,8,2019,1925,54,10,2253,77,DL,1643,N684DA,JFK,SEA,304,2422,19,25,2013-05-08T23:00:00Z
2013,10,20,1601,1545,16,1826,1805,21,WN,3580,N905WN,EWR,DEN,238,1605,15,45,2013-10-20T19:00:00Z
2013,1,15,1456,1500,-4,1744,1742,2,DL,2347,N664DN,LGA,ATL,125,762,15,0,2013-01-15T20:00:00Z
2013,10,20,1708,1710,-2,2019,2033,-14,B6,167,N645JB,JFK,OAK,341,2576,17,10,2013-10-20T21:00:00Z
2013,6,7,1123,1125,-2,1253,1305,-12,AA,327,N573AA,LGA,ORD,120,733,11,25,2013-06-07T15:00:00Z
2013,1,29,1754,1800,-6,2027,2043,-16,DL,1047,N669DN,LGA,ATL,125,762,18,0,2013-01-29T23:00:00Z
2013,1,28,1434,1439,-5,1722,1751,-29,UA,1175,N78501,EWR,RSW,155,1068,14,39,2013-01-28T19:00:00Z
2013,2,15,855,830,25,1039,1023,16,9E,4220,N8913A,JFK,RDU,75,427,8,30,2013-02-15T13:00:00Z
2013,9,22,1148,1150,-2,1348,1415,-27,WN,1312,N489WN,LGA,DEN,221,1620,11,50,2013-09-22T15:00:00Z
2013,4,4,1754,1755,-1,2115,2120,-5,AA,1611,N3JBAA,LGA,MIA,173,1096,17,55,2013-04-04T21:00:00Z
2013,8,27,1248,1300,-12,1352,1409,-17,US,2148,N965UW,LGA,BOS,36,184,13,0,2013-08-27T17:00:00Z
2013,12,6,817,820,-3,1028,1021,7,US,409,N660AW,EWR,CLT,96,529,8,20,2013-12-06T13:00:00Z
2013,9,7,850,835,15,1004,959,5,9E,3492,N602LR,JFK,DCA,36,213,8,35,2013-09-07T12:00:00Z
2013,7,15,800,810,-10,1030,1020,10,FL,346,N943AT,LGA,ATL,109,762,8,10,2013-07-15T12:00:00Z
2013,6,5,1904,1900,4,2319,2251,28,DL,1465,N713TW,JFK,SFO,365,2586,19,0,2013-06-05T23:00:00Z
2013,6,10,2203,2125,38,2326,2235,51,MQ,4660,N510MQ,LGA,BNA,109,764,21,25,2013-06-11T01:00:00Z
2013,7,16,2129,1936,113,29,2233,116,B6,1271,N593JB,LGA,FLL,138,1076,19,36,2013-07-16T23:00:00Z
2013,2,7,657,659,-2,940,938,2,DL,1547,N695DL,LGA,ATL,124,762,6,59,2013-02-07T11:00:00Z
2013,6,7,1143,1131,12,1500,1445,15,DL,2044,N920DE,LGA,MIA,162,1096,11,31,2013-06-07T15:00:00Z
2013,4,2,NA,900,NA,NA,1025,NA,US,2167,NA,LGA,DCA,NA,214,9,0,2013-04-02T13:00:00Z
2013,8,6,1055,1100,-5,1349,1359,-10,DL,2445,N903DE,LGA,MCO,124,950,11,0,2013-08-06T15:00:00Z
2013,4,29,729,725,4,1013,1018,-5,UA,1592,N14704,EWR,MCO,142,937,7,25,2013-04-29T11:00:00Z
2013,1,3,1909,1905,4,2145,2225,-40,AA,21,N338AA,JFK,LAX,293,2475,19,5,2013-01-04T00:00:00Z
2013,11,29,1502,1455,7,1809,1820,-11,AA,2297,N3CRAA,LGA,MIA,159,1096,14,55,2013-11-29T19:00:00Z
2013,1,18,1716,1705,11,2021,2015,6,UA,1259,N13750,LGA,IAH,206,1416,17,5,2013-01-18T22:00:00Z
2013,5,21,1318,1325,-7,1434,1500,-26,AA,331,N4XHAA,LGA,ORD,113,733,13,25,2013-05-21T17:00:00Z
2013,4,24,1733,1735,-2,2155,2050,65,DL,17,N184DN,JFK,LAX,342,2475,17,35,2013-04-24T21:00:00Z
2013,8,28,645,640,5,801,810,-9,WN,465,N932WN,LGA,MKE,115,738,6,40,2013-08-28T10:00:00Z
2013,3,13,1758,1805,-7,1938,1955,-17,MQ,4626,N514MQ,LGA,CMH,74,479,18,5,2013-03-13T22:00:00Z
2013,9,24,1608,1614,-6,1716,1734,-18,UA,568,N435UA,EWR,BOS,41,200,16,14,2013-09-24T20:00:00Z
2013,4,15,836,839,-3,942,950,-8,B6,1172,N274JB,EWR,BOS,37,200,8,39,2013-04-15T12:00:00Z
2013,6,25,900,840,20,1217,1144,33,UA,996,N566UA,EWR,SFO,340,2565,8,40,2013-06-25T12:00:00Z
2013,10,17,853,805,48,1005,918,47,EV,4866,N27200,EWR,BTV,41,266,8,5,2013-10-17T12:00:00Z
2013,3,17,839,840,-1,1151,1147,4,UA,443,N557UA,JFK,LAX,341,2475,8,40,2013-03-17T12:00:00Z
2013,8,19,910,915,-5,1018,1039,-21,DL,867,N353NB,JFK,BOS,39,187,9,15,2013-08-19T13:00:00Z
2013,7,27,1617,1615,2,1906,1953,-47,UA,887,N559UA,EWR,ANC,388,3370,16,15,2013-07-27T20:00:00Z
2013,7,30,1304,1255,9,1603,1606,-3,UA,1700,N78448,EWR,SFO,346,2565,12,55,2013-07-30T16:00:00Z
2013,4,13,801,805,-4,1109,1058,11,DL,2395,N327NW,LGA,PBI,151,1035,8,5,2013-04-13T12:00:00Z
2013,3,28,724,730,-6,1028,1100,-32,AA,33,N319AA,JFK,LAX,343,2475,7,30,2013-03-28T11:00:00Z
2013,1,14,1649,1602,47,1813,1722,51,YV,3771,N518LR,LGA,IAD,53,229,16,2,2013-01-14T21:00:00Z
2013,8,6,909,915,-6,1008,1039,-31,DL,867,N324NB,JFK,BOS,34,187,9,15,2013-08-06T13:00:00Z
2013,6,5,712,715,-3,1023,1010,13,VX,399,N625VA,JFK,LAX,345,2475,7,15,2013-06-05T11:00:00Z
2013,3,15,1552,1557,-5,1752,1754,-2,9E,3523,N929XJ,JFK,ORD,133,740,15,57,2013-03-15T19:00:00Z
2013,3,10,2014,2025,-11,2239,2329,-50,UA,771,N554UA,JFK,LAX,296,2475,20,25,2013-03-11T00:00:00Z
2013,6,27,1440,1440,0,1654,1647,7,B6,575,N258JB,JFK,MSY,160,1182,14,40,2013-06-27T18:00:00Z
2013,10,7,624,625,-1,909,935,-26,WN,16,N431WN,EWR,HOU,207,1411,6,25,2013-10-07T10:00:00Z
2013,7,3,2302,2115,107,259,131,88,DL,347,N3768,JFK,SJU,201,1598,21,15,2013-07-04T01:00:00Z
2013,4,28,1804,1729,35,2116,2109,7,UA,1182,N24702,EWR,SFO,336,2565,17,29,2013-04-28T21:00:00Z
2013,10,7,1929,1559,210,2216,1906,190,UA,375,N439UA,EWR,SEA,327,2402,15,59,2013-10-07T19:00:00Z
2013,8,28,826,830,-4,1130,1130,0,UA,443,N597UA,JFK,LAX,318,2475,8,30,2013-08-28T12:00:00Z
2013,8,9,1207,1200,7,1341,1354,-13,US,1879,N161UW,JFK,CLT,76,541,12,0,2013-08-09T16:00:00Z
2013,12,25,1940,1945,-5,2139,2130,9,MQ,3374,N839MQ,JFK,RDU,79,427,19,45,2013-12-26T00:00:00Z
2013,1,7,1721,1720,1,1905,1915,-10,AA,1351,N3BBAA,JFK,ORD,130,740,17,20,2013-01-07T22:00:00Z
2013,2,22,2112,1932,100,2329,2140,109,EV,4543,N14186,EWR,DSM,167,1017,19,32,2013-02-23T00:00:00Z
2013,2,22,1641,1529,72,1754,1642,72,EV,4385,N18101,EWR,PWM,49,284,15,29,2013-02-22T20:00:00Z
2013,4,19,1405,1330,35,1700,1625,35,B6,505,N789JB,EWR,FLL,157,1065,13,30,2013-04-19T17:00:00Z
2013,12,4,2224,2104,80,2340,2221,79,EV,4119,N26549,EWR,RIC,59,277,21,4,2013-12-05T02:00:00Z
2013,1,18,1809,1815,-6,2031,2032,-1,EV,5054,N738EV,EWR,MSP,165,1008,18,15,2013-01-18T23:00:00Z
2013,9,25,2226,1950,156,38,2141,177,EV,5038,N615QX,LGA,BHM,120,866,19,50,2013-09-25T23:00:00Z
2013,8,5,602,608,-6,714,719,-5,B6,2180,N274JB,EWR,BOS,39,200,6,8,2013-08-05T10:00:00Z
2013,10,20,1326,1330,-4,1614,1612,2,B6,927,N547JB,EWR,MCO,140,937,13,30,2013-10-20T17:00:00Z
2013,6,16,856,855,1,1121,1147,-26,UA,574,N520UA,LGA,IAH,180,1416,8,55,2013-06-16T12:00:00Z
2013,6,27,944,950,-6,1159,1220,-21,VX,251,N623VA,JFK,LAS,286,2248,9,50,2013-06-27T13:00:00Z
2013,7,14,1324,1325,-1,1756,1801,-5,UA,15,N67052,EWR,HNL,601,4963,13,25,2013-07-14T17:00:00Z
2013,7,29,926,855,31,1240,1205,35,AA,647,N5FNAA,JFK,MIA,157,1089,8,55,2013-07-29T12:00:00Z
2013,5,1,544,545,-1,818,827,-9,UA,450,N494UA,LGA,IAH,190,1416,5,45,2013-05-01T09:00:00Z
2013,2,25,1043,1030,13,1400,1340,20,AA,19,N327AA,JFK,LAX,350,2475,10,30,2013-02-25T15:00:00Z
2013,7,29,1946,1930,16,2059,2112,-13,9E,3385,N920XJ,JFK,BOS,38,187,19,30,2013-07-29T23:00:00Z
2013,5,5,731,738,-7,923,949,-26,EV,4237,N23139,EWR,CHS,94,628,7,38,2013-05-05T11:00:00Z
2013,12,3,1012,1000,12,1256,1311,-15,UA,1257,N37287,LGA,IAH,194,1416,10,0,2013-12-03T15:00:00Z
2013,1,15,1137,1144,-7,1235,1255,-20,EV,4264,N11539,EWR,BTV,42,266,11,44,2013-01-15T16:00:00Z
2013,3,9,750,750,0,915,920,-5,WN,3221,N477WN,LGA,BNA,110,764,7,50,2013-03-09T12:00:00Z
2013,6,17,1727,1559,88,2026,1914,72,DL,1394,N3756,JFK,PDX,323,2454,15,59,2013-06-17T19:00:00Z
2013,6,12,655,700,-5,802,807,-5,US,2163,N758US,LGA,DCA,38,214,7,0,2013-06-12T11:00:00Z
2013,12,25,1727,1735,-8,1840,1856,-16,EV,4300,N12201,EWR,RIC,50,277,17,35,2013-12-25T22:00:00Z
2013,2,17,1916,1920,-4,2206,2246,-40,DL,869,N399DA,JFK,FLL,146,1069,19,20,2013-02-18T00:00:00Z
2013,5,7,803,810,-7,1009,1049,-40,DL,1429,N644DL,JFK,LAS,279,2248,8,10,2013-05-07T12:00:00Z
2013,9,22,927,840,47,1106,1020,46,MQ,3531,N724MQ,LGA,RDU,76,431,8,40,2013-09-22T12:00:00Z
2013,11,11,710,705,5,921,916,5,EV,3842,N15910,EWR,GRR,111,605,7,5,2013-11-11T12:00:00Z
2013,3,22,1511,1512,-1,1800,1825,-25,UA,681,N460UA,EWR,RSW,153,1068,15,12,2013-03-22T19:00:00Z
2013,7,6,1549,1552,-3,1814,1840,-26,UA,503,N453UA,EWR,MCO,126,937,15,52,2013-07-06T19:00:00Z
2013,3,2,806,810,-4,923,925,-2,EV,4233,N12924,EWR,BTV,48,266,8,10,2013-03-02T13:00:00Z
2013,7,9,620,600,20,730,712,18,EV,5716,N832AS,JFK,IAD,44,228,6,0,2013-07-09T10:00:00Z
2013,4,18,1836,1700,96,2056,1924,92,DL,2042,N307DQ,EWR,ATL,105,746,17,0,2013-04-18T21:00:00Z
2013,4,10,1149,1146,3,1423,1440,-17,UA,939,N852UA,EWR,TPA,137,997,11,46,2013-04-10T15:00:00Z
2013,3,8,1645,1529,76,1948,1841,67,UA,1200,N35204,EWR,SAN,341,2425,15,29,2013-03-08T20:00:00Z
2013,10,15,1119,1125,-6,1233,1310,-37,AA,327,N3GDAA,LGA,ORD,116,733,11,25,2013-10-15T15:00:00Z
2013,8,28,722,725,-3,946,1015,-29,AA,1629,N595AA,EWR,DFW,172,1372,7,25,2013-08-28T11:00:00Z
2013,5,5,1253,1200,53,1551,1510,41,AA,977,N3CMAA,EWR,MIA,155,1085,12,0,2013-05-05T16:00:00Z
2013,9,5,1452,1453,-1,1754,1811,-17,UA,1205,N12221,EWR,SFO,333,2565,14,53,2013-09-05T18:00:00Z
2013,2,15,1205,1200,5,1317,1309,8,US,2173,N757UW,LGA,DCA,50,214,12,0,2013-02-15T17:00:00Z
2013,12,25,1134,1135,-1,1332,1340,-8,9E,4208,N915XJ,EWR,MSP,155,1008,11,35,2013-12-25T16:00:00Z
2013,11,11,618,620,-2,806,810,-4,MQ,3351,N542MQ,LGA,DTW,92,502,6,20,2013-11-11T11:00:00Z
2013,9,3,1457,1500,-3,1820,1819,1,DL,161,N177DN,JFK,SEA,332,2422,15,0,2013-09-03T19:00:00Z
2013,8,5,1251,1255,-4,1555,1606,-11,UA,1700,N75435,EWR,SFO,337,2565,12,55,2013-08-05T16:00:00Z
2013,3,28,1943,1935,8,2215,2240,-25,AA,791,N3HFAA,LGA,DFW,194,1389,19,35,2013-03-28T23:00:00Z
2013,8,2,1808,1641,87,2031,1913,78,EV,3854,N15910,EWR,ATL,110,746,16,41,2013-08-02T20:00:00Z
2013,9,13,801,805,-4,1042,1101,-19,DL,1167,N306DQ,JFK,TPA,137,1005,8,5,2013-09-13T12:00:00Z
2013,4,29,1325,1329,-4,1450,1507,-17,EV,3832,N14116,EWR,STL,123,872,13,29,2013-04-29T17:00:00Z
